"asv","sample","abundance","id","age_class","sex","side","kingdom","phylum","class","order","fam","genus"
"ASV25","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV25","S59",0,"Sheep18","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV25","S12",0,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV250","S14",0,"Sheep24","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"ASV250","S53",0,"Sheep26","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"ASV250","S54",0,"Sheep16","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"ASV250","S61",0,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"ASV250","S10",0,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"ASV251","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA
"ASV251","S56",0,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA
"ASV251","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA
"ASV251","S47",0,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA
"ASV252","S53",0,"Sheep26","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S31",0,"Sheep25","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S28",0,"Sheep17","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S54",0,"Sheep16","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S37",0,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S59",0,"Sheep18","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S25",0,"Sheep7","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S14",0,"Sheep24","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S23",0,"Sheep12","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S20",0,"Sheep14","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S61",0,"Sheep21","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S40",0,"Sheep4","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S12",0,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S47",0,"Sheep19","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV252","S52",0,"Sheep23","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-2534-18B5_gut_group",NA
"ASV253","S8",0,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S31",0,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S9",0,"Sheep5","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S40",0,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S21",0,"Sheep15","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S61",0,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV253","S6",0,"Sheep2","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV254","S56",0,"Sheep1","Adult","Female","East","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA
"ASV254","S1",0,"Sheep8","Adult","Female","West","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA
"ASV254","S47",0,"Sheep19","Lamb","Male","East","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA
"ASV254","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA
"ASV254","S12",0,"Sheep20","Lamb","Female","East","Bacteria","Tenericutes","Mollicutes","Izimaplasmatales",NA,NA
"ASV255","S56",0,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S10",0,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S47",0,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S37",0,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S9",0,"Sheep5","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S45",0,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S40",0,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S59",0,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S55",0,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S61",0,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S14",0,"Sheep24","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S28",0,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S53",0,"Sheep26","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV255","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV256","S10",0,"Sheep6","Adult","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S9",0,"Sheep5","Adult","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S40",0,"Sheep4","Adult","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S47",0,"Sheep19","Lamb","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S31",0,"Sheep25","Lamb","Female","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S1",0,"Sheep8","Adult","Female","West","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S54",0,"Sheep16","Lamb","Male","West","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S43",0,"Sheep10","Adult","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S55",0,"Sheep3","Adult","Female","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV256","S52",0,"Sheep23","Lamb","Male","East","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast",NA,NA
"ASV257","S10",0,"Sheep6","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S47",0,"Sheep19","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S31",0,"Sheep25","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S23",0,"Sheep12","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S56",0,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S1",0,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S59",0,"Sheep18","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S6",0,"Sheep2","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S12",0,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S45",0,"Sheep9","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S61",0,"Sheep21","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S52",0,"Sheep23","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S54",0,"Sheep16","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S44",0,"Sheep11","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S43",0,"Sheep10","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S14",0,"Sheep24","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV257","S53",0,"Sheep26","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV258","S40",0,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S23",0,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S25",0,"Sheep7","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S59",0,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S61",0,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S1",0,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S43",0,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S44",0,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S10",0,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S55",0,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV258","S28",0,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV259","S1",0,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S56",0,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S14",0,"Sheep24","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S25",0,"Sheep7","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S59",0,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S37",0,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S31",0,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S6",0,"Sheep2","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S40",0,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S55",0,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S53",0,"Sheep26","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S20",0,"Sheep14","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S8",0,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S9",0,"Sheep5","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S43",0,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S44",0,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV259","S10",0,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV26","S18",0,"Sheep28","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV26","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV26","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV26","S35",0,"Sheep30","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV26","S12",0,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV260","S40",0,"Sheep4","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S31",0,"Sheep25","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S23",0,"Sheep12","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S6",0,"Sheep2","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S32",0,"Sheep27","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S56",0,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S12",0,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S60",0,"Sheep22","Lamb","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV260","S52",0,"Sheep23","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
